2022-09-18 08:24:34,524 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-09-18 08:24:34,551 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-09-18 08:24:34,554 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2022-09-18 08:24:34,554 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2022-09-18 08:24:34,564 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-09-18 08:24:34,564 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-09-18 08:24:34,565 INFO  SwAddin.cs: 201 - Setting up command manager
2022-09-18 08:24:34,566 INFO  SwAddin.cs: 204 - Adding command manager
2022-09-18 08:24:34,570 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-09-18 08:24:34,572 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-09-18 08:24:34,572 INFO  SwAddin.cs: 210 - Adding event handlers
2022-09-18 08:24:34,589 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-09-18 08:25:01,628 INFO  SwAddin.cs: 351 - Part export called
2022-09-18 08:25:01,660 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,667 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,667 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,668 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,668 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,668 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:01,669 INFO  SwAddin.cs: 367 - Showing part
2022-09-18 08:25:21,033 INFO  SwAddin.cs: 351 - Part export called
2022-09-18 08:25:21,041 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,042 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,042 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,043 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,043 INFO  ExportHelperExtension.cs: 1136 - Found 40 in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,043 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 007_shoubixiangji.SLDPRT
2022-09-18 08:25:21,044 INFO  SwAddin.cs: 367 - Showing part
2022-09-18 08:57:29,493 INFO  SwAddin.cs: 294 - Assembly export called for file 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,495 INFO  SwAddin.cs: 299 - Save is required
2022-09-18 08:57:29,495 INFO  SwAddin.cs: 313 - Saving assembly
2022-09-18 08:57:29,511 INFO  SwAddin.cs: 316 - Opening property manager
2022-09-18 08:57:29,517 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,519 INFO  ExportHelperExtension.cs: 1136 - Found 83 in 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,519 INFO  ExportHelperExtension.cs: 1145 - Found 14 features of type [CoordSys] in 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,531 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-18 08:57:29,547 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2022-09-18 08:57:29,549 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,549 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,550 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,550 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 003_CHUANGANQI.stp-4
2022-09-18 08:57:29,551 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 003_CHUANGANQI.stp-4
2022-09-18 08:57:29,551 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 003_CHUANGANQI.stp-4
2022-09-18 08:57:29,551 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 003_CHUANGANQI.stp-1
2022-09-18 08:57:29,552 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 003_CHUANGANQI.stp-1
2022-09-18 08:57:29,552 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 003_CHUANGANQI.stp-1
2022-09-18 08:57:29,553 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0_LEIDA_YDLIDARX2_12.stp-1
2022-09-18 08:57:29,553 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0_LEIDA_YDLIDARX2_12.stp-1
2022-09-18 08:57:29,554 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0_LEIDA_YDLIDARX2_12.stp-1
2022-09-18 08:57:29,555 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 005_LUNZI.stp-1
2022-09-18 08:57:29,556 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 005_LUNZI.stp-1
2022-09-18 08:57:29,557 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 005_LUNZI.stp-1
2022-09-18 08:57:29,557 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 005_LUNZI.stp-2
2022-09-18 08:57:29,557 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 005_LUNZI.stp-2
2022-09-18 08:57:29,558 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 005_LUNZI.stp-2
2022-09-18 08:57:29,558 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 002_CHONGDIANKKUAI.stp-1
2022-09-18 08:57:29,559 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 002_CHONGDIANKKUAI.stp-1
2022-09-18 08:57:29,559 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 002_CHONGDIANKKUAI.stp-1
2022-09-18 08:57:29,560 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 005_LUNZI.stp-3
2022-09-18 08:57:29,560 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 005_LUNZI.stp-3
2022-09-18 08:57:29,560 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 005_LUNZI.stp-3
2022-09-18 08:57:29,561 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0_ZIDONGCHONGDIANSHEXIANGTOU_9.stp-1
2022-09-18 08:57:29,562 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0_ZIDONGCHONGDIANSHEXIANGTOU_9.stp-1
2022-09-18 08:57:29,562 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0_ZIDONGCHONGDIANSHEXIANGTOU_9.stp-1
2022-09-18 08:57:29,563 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0_XIANGJI_9.stp-1
2022-09-18 08:57:29,563 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0_XIANGJI_9.stp-1
2022-09-18 08:57:29,564 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0_XIANGJI_9.stp-1
2022-09-18 08:57:29,564 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 003_CHUANGANQI.stp-3
2022-09-18 08:57:29,565 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 003_CHUANGANQI.stp-3
2022-09-18 08:57:29,565 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 003_CHUANGANQI.stp-3
2022-09-18 08:57:29,566 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 004_WAIKE.stp-1
2022-09-18 08:57:29,566 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 004_WAIKE.stp-1
2022-09-18 08:57:29,567 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 004_WAIKE.stp-1
2022-09-18 08:57:29,567 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 001_SHANGBU.stp-1
2022-09-18 08:57:29,568 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 001_SHANGBU.stp-1
2022-09-18 08:57:29,568 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 001_SHANGBU.stp-1
2022-09-18 08:57:29,568 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0_LEIDA_YDLIDARX2_12.stp-2
2022-09-18 08:57:29,569 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 0_LEIDA_YDLIDARX2_12.stp-2
2022-09-18 08:57:29,569 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 0_LEIDA_YDLIDARX2_12.stp-2
2022-09-18 08:57:29,570 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,570 INFO  ExportHelperExtension.cs: 1136 - Found 83 in 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,571 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in 000_bobac3mokuai_asm.stp.SLDASM
2022-09-18 08:57:29,571 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-09-18 08:57:29,571 INFO  ExportHelperExtension.cs: 1160 - 14 components to check
2022-09-18 08:57:29,572 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,572 INFO  ExportHelperExtension.cs: 1136 - Found 38 in 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,572 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 003_CHUANGANQI.stp-2
2022-09-18 08:57:29,573 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 003_CHUANGANQI.stp-4
